"gemeinde_kennziffer";"l_untergrenze";"exponierte";"l_zentral";"metrik";"quelle";"kartierungsumfang";"datenquelle";"bundesland_kreis_code";"Bundesland_Code";"Kreis_Code";"Kreis_Name"
"06531004";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531005";"55";"9997";"57";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531005";"60";"4934";"62";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531005";"65";"4286";"67";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531005";"70";"2098";"72";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531005";"75";"45";"77";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531005";"50";"6720";"52";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531005";"55";"4840";"57";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531005";"60";"2847";"62";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531005";"65";"108";"67";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531005";"70";"1";"72";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531006";"55";"521";"57";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531006";"60";"179";"62";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531006";"65";"22";"67";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531006";"70";"0";"72";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531006";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531006";"50";"361";"52";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531006";"55";"81";"57";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531006";"60";"2";"62";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531006";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531006";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531007";"55";"365";"57";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531007";"60";"279";"62";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531007";"65";"313";"67";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531007";"70";"195";"72";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531007";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531007";"50";"291";"52";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531007";"55";"328";"57";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531007";"60";"212";"62";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531007";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531007";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531008";"55";"0";"57";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531008";"60";"0";"62";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531008";"65";"0";"67";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531008";"70";"0";"72";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531008";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531008";"50";"0";"52";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531008";"55";"0";"57";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531008";"60";"0";"62";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531008";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531008";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531009";"55";"1104";"57";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531009";"60";"313";"62";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531009";"65";"6";"67";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531009";"70";"0";"72";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531009";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531009";"50";"644";"52";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531009";"55";"78";"57";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531009";"60";"0";"62";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531009";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531009";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531010";"55";"0";"57";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531010";"60";"0";"62";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531010";"65";"0";"67";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531010";"70";"0";"72";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531010";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531010";"50";"0";"52";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531010";"55";"0";"57";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531010";"60";"0";"62";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531010";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531010";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531011";"55";"312";"57";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531011";"60";"121";"62";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531011";"65";"2";"67";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531011";"70";"0";"72";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531011";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531011";"50";"208";"52";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531011";"55";"30";"57";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531011";"60";"0";"62";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531011";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531011";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531012";"55";"2872";"57";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531012";"60";"951";"62";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531012";"65";"283";"67";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531012";"70";"162";"72";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531012";"75";"2";"77";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531012";"50";"1869";"52";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531012";"55";"574";"57";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531012";"60";"145";"62";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531012";"65";"12";"67";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531012";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531013";"55";"404";"57";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531013";"60";"157";"62";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531013";"65";"156";"67";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531013";"70";"115";"72";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531013";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531013";"50";"196";"52";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531013";"55";"167";"57";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531013";"60";"122";"62";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531013";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531013";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531014";"55";"1371";"57";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531014";"60";"267";"62";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531014";"65";"13";"67";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531014";"70";"5";"72";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531014";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531014";"50";"790";"52";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531014";"55";"77";"57";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531014";"60";"14";"62";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531014";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531014";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531015";"55";"0";"57";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531015";"60";"0";"62";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531015";"65";"0";"67";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531015";"70";"0";"72";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531015";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531015";"50";"0";"52";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531015";"55";"0";"57";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531015";"60";"0";"62";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531015";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531015";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531016";"55";"1345";"57";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531016";"60";"186";"62";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531016";"65";"5";"67";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531016";"70";"0";"72";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531016";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531016";"50";"737";"52";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531016";"55";"49";"57";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531016";"60";"0";"62";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531016";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531016";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531017";"55";"373";"57";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531017";"60";"68";"62";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531017";"65";"12";"67";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531017";"70";"5";"72";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531017";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531017";"50";"120";"52";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531017";"55";"22";"57";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531017";"60";"5";"62";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531017";"65";"1";"67";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531017";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531018";"55";"715";"57";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531018";"60";"205";"62";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531018";"65";"85";"67";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531018";"70";"10";"72";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531018";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531018";"50";"405";"52";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531018";"55";"130";"57";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531018";"60";"23";"62";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531018";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06531018";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06531";"06";"531";"Gießen"
"06532001";"55";"1414";"57";"lden";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532001";"60";"709";"62";"lden";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532001";"65";"338";"67";"lden";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532001";"70";"422";"72";"lden";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532001";"75";"34";"77";"lden";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532001";"50";"1021";"52";"lnight";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532001";"55";"435";"57";"lnight";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532001";"60";"466";"62";"lnight";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532001";"65";"57";"67";"lnight";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532001";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532002";"55";"0";"57";"lden";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532002";"60";"0";"62";"lden";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532002";"65";"0";"67";"lden";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532002";"70";"0";"72";"lden";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532002";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532002";"50";"0";"52";"lnight";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532002";"55";"0";"57";"lnight";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532002";"60";"0";"62";"lnight";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532002";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532002";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532003";"55";"157";"57";"lden";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532003";"60";"49";"62";"lden";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532003";"65";"42";"67";"lden";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532003";"70";"0";"72";"lden";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532003";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532003";"50";"57";"52";"lnight";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532003";"55";"44";"57";"lnight";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532003";"60";"2";"62";"lnight";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532003";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532003";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532004";"55";"0";"57";"lden";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532004";"60";"0";"62";"lden";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532004";"65";"0";"67";"lden";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532004";"70";"0";"72";"lden";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532004";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532004";"50";"0";"52";"lnight";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532004";"55";"0";"57";"lnight";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532004";"60";"0";"62";"lnight";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532004";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532004";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532005";"55";"0";"57";"lden";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532005";"60";"0";"62";"lden";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532005";"65";"0";"67";"lden";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532005";"70";"0";"72";"lden";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532005";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532005";"50";"0";"52";"lnight";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532005";"55";"0";"57";"lnight";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532005";"60";"0";"62";"lnight";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532005";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532005";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532006";"55";"1953";"57";"lden";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532006";"60";"1042";"62";"lden";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532006";"65";"457";"67";"lden";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532006";"70";"327";"72";"lden";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532006";"75";"16";"77";"lden";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532006";"50";"1443";"52";"lnight";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532006";"55";"606";"57";"lnight";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532006";"60";"367";"62";"lnight";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532006";"65";"61";"67";"lnight";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532006";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532007";"55";"13";"57";"lden";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532007";"60";"4";"62";"lden";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
"06532007";"65";"2";"67";"lden";"Straße";"major";"Bundesland";"06532";"06";"532";"Lahn-Dill-Kreis"
