"gemeinde_kennziffer";"l_untergrenze";"exponierte";"l_zentral";"metrik";"quelle";"kartierungsumfang";"datenquelle";"bundesland_kreis_code";"Bundesland_Code";"Kreis_Code";"Kreis_Name"
"08126085";"65";"5";"67";"lnight";"Straße";"major";"Bundesland";"08126";"08";"126";"Hohenlohekreis"
"08126085";"70";"1";"72";"lnight";"Straße";"major";"Bundesland";"08126";"08";"126";"Hohenlohekreis"
"08316056";"55";"1317";"57";"lden";"Straße";"major";"Bundesland";"08316";"08";"316";"Emmendingen"
"08316056";"60";"145";"62";"lden";"Straße";"major";"Bundesland";"08316";"08";"316";"Emmendingen"
"08316056";"65";"53";"67";"lden";"Straße";"major";"Bundesland";"08316";"08";"316";"Emmendingen"
"08316056";"70";"2";"72";"lden";"Straße";"major";"Bundesland";"08316";"08";"316";"Emmendingen"
"08316056";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"08316";"08";"316";"Emmendingen"
"08316056";"50";"333";"52";"lnight";"Straße";"major";"Bundesland";"08316";"08";"316";"Emmendingen"
"08316056";"55";"62";"57";"lnight";"Straße";"major";"Bundesland";"08316";"08";"316";"Emmendingen"
"08316056";"60";"2";"62";"lnight";"Straße";"major";"Bundesland";"08316";"08";"316";"Emmendingen"
"08316056";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"08316";"08";"316";"Emmendingen"
"08316056";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"08316";"08";"316";"Emmendingen"
"08337126";"55";"1896";"57";"lden";"Straße";"major";"Bundesland";"08337";"08";"337";"Waldshut"
"08337126";"60";"628";"62";"lden";"Straße";"major";"Bundesland";"08337";"08";"337";"Waldshut"
"08337126";"65";"735";"67";"lden";"Straße";"major";"Bundesland";"08337";"08";"337";"Waldshut"
"08337126";"70";"340";"72";"lden";"Straße";"major";"Bundesland";"08337";"08";"337";"Waldshut"
"08337126";"75";"76";"77";"lden";"Straße";"major";"Bundesland";"08337";"08";"337";"Waldshut"
"08337126";"50";"774";"52";"lnight";"Straße";"major";"Bundesland";"08337";"08";"337";"Waldshut"
"08337126";"55";"674";"57";"lnight";"Straße";"major";"Bundesland";"08337";"08";"337";"Waldshut"
"08337126";"60";"441";"62";"lnight";"Straße";"major";"Bundesland";"08337";"08";"337";"Waldshut"
"08337126";"65";"89";"67";"lnight";"Straße";"major";"Bundesland";"08337";"08";"337";"Waldshut"
"08337126";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"08337";"08";"337";"Waldshut"
"08118074";"55";"258";"57";"lden";"Straße";"major";"Bundesland";"08118";"08";"118";"Ludwigsburg"
"08118074";"60";"109";"62";"lden";"Straße";"major";"Bundesland";"08118";"08";"118";"Ludwigsburg"
"08118074";"65";"41";"67";"lden";"Straße";"major";"Bundesland";"08118";"08";"118";"Ludwigsburg"
"08118074";"70";"1";"72";"lden";"Straße";"major";"Bundesland";"08118";"08";"118";"Ludwigsburg"
"08118074";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"08118";"08";"118";"Ludwigsburg"
"08118074";"50";"129";"52";"lnight";"Straße";"major";"Bundesland";"08118";"08";"118";"Ludwigsburg"
"08118074";"55";"47";"57";"lnight";"Straße";"major";"Bundesland";"08118";"08";"118";"Ludwigsburg"
"08118074";"60";"1";"62";"lnight";"Straße";"major";"Bundesland";"08118";"08";"118";"Ludwigsburg"
"08118074";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"08118";"08";"118";"Ludwigsburg"
"08118074";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"08118";"08";"118";"Ludwigsburg"
"08226095";"55";"5294";"57";"lden";"Straße";"major";"Bundesland";"08226";"08";"226";"Rhein-Neckar-Kreis"
"08226095";"60";"1474";"62";"lden";"Straße";"major";"Bundesland";"08226";"08";"226";"Rhein-Neckar-Kreis"
"08226095";"65";"176";"67";"lden";"Straße";"major";"Bundesland";"08226";"08";"226";"Rhein-Neckar-Kreis"
"08226095";"70";"13";"72";"lden";"Straße";"major";"Bundesland";"08226";"08";"226";"Rhein-Neckar-Kreis"
"08226095";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"08226";"08";"226";"Rhein-Neckar-Kreis"
"08226095";"50";"3234";"52";"lnight";"Straße";"major";"Bundesland";"08226";"08";"226";"Rhein-Neckar-Kreis"
"08226095";"55";"654";"57";"lnight";"Straße";"major";"Bundesland";"08226";"08";"226";"Rhein-Neckar-Kreis"
"08226095";"60";"37";"62";"lnight";"Straße";"major";"Bundesland";"08226";"08";"226";"Rhein-Neckar-Kreis"
"08226095";"65";"2";"67";"lnight";"Straße";"major";"Bundesland";"08226";"08";"226";"Rhein-Neckar-Kreis"
"08226095";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"08226";"08";"226";"Rhein-Neckar-Kreis"
"08225109";"55";"235";"57";"lden";"Straße";"major";"Bundesland";"08225";"08";"225";"Neckar-Odenwald-Kreis"
"08225109";"60";"70";"62";"lden";"Straße";"major";"Bundesland";"08225";"08";"225";"Neckar-Odenwald-Kreis"
"08225109";"65";"7";"67";"lden";"Straße";"major";"Bundesland";"08225";"08";"225";"Neckar-Odenwald-Kreis"
"08225109";"70";"1";"72";"lden";"Straße";"major";"Bundesland";"08225";"08";"225";"Neckar-Odenwald-Kreis"
"08225109";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"08225";"08";"225";"Neckar-Odenwald-Kreis"
"08225109";"50";"101";"52";"lnight";"Straße";"major";"Bundesland";"08225";"08";"225";"Neckar-Odenwald-Kreis"
"08225109";"55";"18";"57";"lnight";"Straße";"major";"Bundesland";"08225";"08";"225";"Neckar-Odenwald-Kreis"
"08225109";"60";"1";"62";"lnight";"Straße";"major";"Bundesland";"08225";"08";"225";"Neckar-Odenwald-Kreis"
"08225109";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"08225";"08";"225";"Neckar-Odenwald-Kreis"
"08225109";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"08225";"08";"225";"Neckar-Odenwald-Kreis"
"08127091";"55";"101";"57";"lden";"Straße";"major";"Bundesland";"08127";"08";"127";"Schwäbisch Hall"
"08127091";"60";"48";"62";"lden";"Straße";"major";"Bundesland";"08127";"08";"127";"Schwäbisch Hall"
"08127091";"65";"89";"67";"lden";"Straße";"major";"Bundesland";"08127";"08";"127";"Schwäbisch Hall"
"08127091";"70";"43";"72";"lden";"Straße";"major";"Bundesland";"08127";"08";"127";"Schwäbisch Hall"
"08127091";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"08127";"08";"127";"Schwäbisch Hall"
"08127091";"50";"59";"52";"lnight";"Straße";"major";"Bundesland";"08127";"08";"127";"Schwäbisch Hall"
"08127091";"55";"87";"57";"lnight";"Straße";"major";"Bundesland";"08127";"08";"127";"Schwäbisch Hall"
"08127091";"60";"58";"62";"lnight";"Straße";"major";"Bundesland";"08127";"08";"127";"Schwäbisch Hall"
"08127091";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"08127";"08";"127";"Schwäbisch Hall"
"08127091";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"08127";"08";"127";"Schwäbisch Hall"
"08215089";"55";"180";"57";"lden";"Straße";"major";"Bundesland";"08215";"08";"215";"Karlsruhe"
"08215089";"60";"106";"62";"lden";"Straße";"major";"Bundesland";"08215";"08";"215";"Karlsruhe"
"08215089";"65";"60";"67";"lden";"Straße";"major";"Bundesland";"08215";"08";"215";"Karlsruhe"
"08215089";"70";"19";"72";"lden";"Straße";"major";"Bundesland";"08215";"08";"215";"Karlsruhe"
"08215089";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"08215";"08";"215";"Karlsruhe"
"08215089";"50";"101";"52";"lnight";"Straße";"major";"Bundesland";"08215";"08";"215";"Karlsruhe"
"08215089";"55";"74";"57";"lnight";"Straße";"major";"Bundesland";"08215";"08";"215";"Karlsruhe"
"08215089";"60";"32";"62";"lnight";"Straße";"major";"Bundesland";"08215";"08";"215";"Karlsruhe"
"08215089";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"08215";"08";"215";"Karlsruhe"
"08215089";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"08215";"08";"215";"Karlsruhe"
"08436081";"55";"2060";"57";"lden";"Straße";"major";"Bundesland";"08436";"08";"436";"Ravensburg"
"08436081";"60";"832";"62";"lden";"Straße";"major";"Bundesland";"08436";"08";"436";"Ravensburg"
"08436081";"65";"714";"67";"lden";"Straße";"major";"Bundesland";"08436";"08";"436";"Ravensburg"
"08436081";"70";"284";"72";"lden";"Straße";"major";"Bundesland";"08436";"08";"436";"Ravensburg"
"08436081";"75";"12";"77";"lden";"Straße";"major";"Bundesland";"08436";"08";"436";"Ravensburg"
"08436081";"50";"989";"52";"lnight";"Straße";"major";"Bundesland";"08436";"08";"436";"Ravensburg"
"08436081";"55";"765";"57";"lnight";"Straße";"major";"Bundesland";"08436";"08";"436";"Ravensburg"
"08436081";"60";"265";"62";"lnight";"Straße";"major";"Bundesland";"08436";"08";"436";"Ravensburg"
"08436081";"65";"13";"67";"lnight";"Straße";"major";"Bundesland";"08436";"08";"436";"Ravensburg"
"08436081";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"08436";"08";"436";"Ravensburg"
"08415080";"55";"80";"57";"lden";"Straße";"major";"Bundesland";"08415";"08";"415";"Reutlingen"
"08415080";"60";"33";"62";"lden";"Straße";"major";"Bundesland";"08415";"08";"415";"Reutlingen"
"08415080";"65";"86";"67";"lden";"Straße";"major";"Bundesland";"08415";"08";"415";"Reutlingen"
"08415080";"70";"66";"72";"lden";"Straße";"major";"Bundesland";"08415";"08";"415";"Reutlingen"
"08415080";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"08415";"08";"415";"Reutlingen"
"08415080";"50";"30";"52";"lnight";"Straße";"major";"Bundesland";"08415";"08";"415";"Reutlingen"
"08415080";"55";"79";"57";"lnight";"Straße";"major";"Bundesland";"08415";"08";"415";"Reutlingen"
"08415080";"60";"79";"62";"lnight";"Straße";"major";"Bundesland";"08415";"08";"415";"Reutlingen"
"08415080";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"08415";"08";"415";"Reutlingen"
"08415080";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"08415";"08";"415";"Reutlingen"
"08426128";"55";"406";"57";"lden";"Straße";"major";"Bundesland";"08426";"08";"426";"Biberach"
"08426128";"60";"188";"62";"lden";"Straße";"major";"Bundesland";"08426";"08";"426";"Biberach"
"08426128";"65";"201";"67";"lden";"Straße";"major";"Bundesland";"08426";"08";"426";"Biberach"
"08426128";"70";"34";"72";"lden";"Straße";"major";"Bundesland";"08426";"08";"426";"Biberach"
"08426128";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"08426";"08";"426";"Biberach"
"08426128";"50";"198";"52";"lnight";"Straße";"major";"Bundesland";"08426";"08";"426";"Biberach"
"08426128";"55";"222";"57";"lnight";"Straße";"major";"Bundesland";"08426";"08";"426";"Biberach"
"08426128";"60";"46";"62";"lnight";"Straße";"major";"Bundesland";"08426";"08";"426";"Biberach"
"08426128";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"08426";"08";"426";"Biberach"
"08426128";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"08426";"08";"426";"Biberach"
"08117053";"55";"247";"57";"lden";"Straße";"major";"Bundesland";"08117";"08";"117";"Göppingen"
"08117053";"60";"87";"62";"lden";"Straße";"major";"Bundesland";"08117";"08";"117";"Göppingen"
"08117053";"65";"135";"67";"lden";"Straße";"major";"Bundesland";"08117";"08";"117";"Göppingen"
"08117053";"70";"155";"72";"lden";"Straße";"major";"Bundesland";"08117";"08";"117";"Göppingen"
"08117053";"75";"2";"77";"lden";"Straße";"major";"Bundesland";"08117";"08";"117";"Göppingen"
"08117053";"50";"122";"52";"lnight";"Straße";"major";"Bundesland";"08117";"08";"117";"Göppingen"
"08117053";"55";"124";"57";"lnight";"Straße";"major";"Bundesland";"08117";"08";"117";"Göppingen"
"08117053";"60";"170";"62";"lnight";"Straße";"major";"Bundesland";"08117";"08";"117";"Göppingen"
"08117053";"65";"4";"67";"lnight";"Straße";"major";"Bundesland";"08117";"08";"117";"Göppingen"
"08117053";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"08117";"08";"117";"Göppingen"
"08337116";"55";"1032";"57";"lden";"Straße";"major";"Bundesland";"08337";"08";"337";"Waldshut"
"08337116";"60";"469";"62";"lden";"Straße";"major";"Bundesland";"08337";"08";"337";"Waldshut"
"08337116";"65";"255";"67";"lden";"Straße";"major";"Bundesland";"08337";"08";"337";"Waldshut"
"08337116";"70";"60";"72";"lden";"Straße";"major";"Bundesland";"08337";"08";"337";"Waldshut"
"08337116";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"08337";"08";"337";"Waldshut"
"08337116";"50";"545";"52";"lnight";"Straße";"major";"Bundesland";"08337";"08";"337";"Waldshut"
"08337116";"55";"329";"57";"lnight";"Straße";"major";"Bundesland";"08337";"08";"337";"Waldshut"
"08337116";"60";"73";"62";"lnight";"Straße";"major";"Bundesland";"08337";"08";"337";"Waldshut"
"08337116";"65";"2";"67";"lnight";"Straße";"major";"Bundesland";"08337";"08";"337";"Waldshut"
"08337116";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"08337";"08";"337";"Waldshut"
"08128126";"55";"169";"57";"lden";"Straße";"major";"Bundesland";"08128";"08";"128";"Main-Tauber-Kreis"
"08128126";"60";"50";"62";"lden";"Straße";"major";"Bundesland";"08128";"08";"128";"Main-Tauber-Kreis"
"08128126";"65";"43";"67";"lden";"Straße";"major";"Bundesland";"08128";"08";"128";"Main-Tauber-Kreis"
"08128126";"70";"18";"72";"lden";"Straße";"major";"Bundesland";"08128";"08";"128";"Main-Tauber-Kreis"
"08128126";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"08128";"08";"128";"Main-Tauber-Kreis"
"08128126";"50";"50";"52";"lnight";"Straße";"major";"Bundesland";"08128";"08";"128";"Main-Tauber-Kreis"
"08128126";"55";"44";"57";"lnight";"Straße";"major";"Bundesland";"08128";"08";"128";"Main-Tauber-Kreis"
"08128126";"60";"18";"62";"lnight";"Straße";"major";"Bundesland";"08128";"08";"128";"Main-Tauber-Kreis"
"08128126";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"08128";"08";"128";"Main-Tauber-Kreis"
"08128126";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"08128";"08";"128";"Main-Tauber-Kreis"
"08336091";"55";"3868";"57";"lden";"Straße";"major";"Bundesland";"08336";"08";"336";"Lörrach"
"08336091";"60";"1037";"62";"lden";"Straße";"major";"Bundesland";"08336";"08";"336";"Lörrach"
"08336091";"65";"833";"67";"lden";"Straße";"major";"Bundesland";"08336";"08";"336";"Lörrach"
"08336091";"70";"452";"72";"lden";"Straße";"major";"Bundesland";"08336";"08";"336";"Lörrach"
"08336091";"75";"1";"77";"lden";"Straße";"major";"Bundesland";"08336";"08";"336";"Lörrach"
"08336091";"50";"1765";"52";"lnight";"Straße";"major";"Bundesland";"08336";"08";"336";"Lörrach"
"08336091";"55";"877";"57";"lnight";"Straße";"major";"Bundesland";"08336";"08";"336";"Lörrach"
"08336091";"60";"536";"62";"lnight";"Straße";"major";"Bundesland";"08336";"08";"336";"Lörrach"
"08336091";"65";"10";"67";"lnight";"Straße";"major";"Bundesland";"08336";"08";"336";"Lörrach"
"08336091";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"08336";"08";"336";"Lörrach"
"08115050";"55";"1287";"57";"lden";"Straße";"major";"Bundesland";"08115";"08";"115";"Böblingen"
"08115050";"60";"635";"62";"lden";"Straße";"major";"Bundesland";"08115";"08";"115";"Böblingen"
"08115050";"65";"431";"67";"lden";"Straße";"major";"Bundesland";"08115";"08";"115";"Böblingen"
"08115050";"70";"282";"72";"lden";"Straße";"major";"Bundesland";"08115";"08";"115";"Böblingen"
"08115050";"75";"11";"77";"lden";"Straße";"major";"Bundesland";"08115";"08";"115";"Böblingen"
"08115050";"50";"839";"52";"lnight";"Straße";"major";"Bundesland";"08115";"08";"115";"Böblingen"
"08115050";"55";"484";"57";"lnight";"Straße";"major";"Bundesland";"08115";"08";"115";"Böblingen"
"08115050";"60";"308";"62";"lnight";"Straße";"major";"Bundesland";"08115";"08";"115";"Böblingen"
"08115050";"65";"13";"67";"lnight";"Straße";"major";"Bundesland";"08115";"08";"115";"Böblingen"
"08115050";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"08115";"08";"115";"Böblingen"
"08115051";"55";"27";"57";"lden";"Straße";"major";"Bundesland";"08115";"08";"115";"Böblingen"
"08115051";"60";"0";"62";"lden";"Straße";"major";"Bundesland";"08115";"08";"115";"Böblingen"
"08115051";"65";"0";"67";"lden";"Straße";"major";"Bundesland";"08115";"08";"115";"Böblingen"
"08115051";"70";"0";"72";"lden";"Straße";"major";"Bundesland";"08115";"08";"115";"Böblingen"
"08115051";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"08115";"08";"115";"Böblingen"
"08115051";"50";"0";"52";"lnight";"Straße";"major";"Bundesland";"08115";"08";"115";"Böblingen"
"08115051";"55";"0";"57";"lnight";"Straße";"major";"Bundesland";"08115";"08";"115";"Böblingen"
"08115051";"60";"0";"62";"lnight";"Straße";"major";"Bundesland";"08115";"08";"115";"Böblingen"
"08115051";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"08115";"08";"115";"Böblingen"
"08115051";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"08115";"08";"115";"Böblingen"
"08116070";"55";"1880";"57";"lden";"Straße";"major";"Bundesland";"08116";"08";"116";"Esslingen"
"08116070";"60";"466";"62";"lden";"Straße";"major";"Bundesland";"08116";"08";"116";"Esslingen"
"08116070";"65";"193";"67";"lden";"Straße";"major";"Bundesland";"08116";"08";"116";"Esslingen"
"08116070";"70";"46";"72";"lden";"Straße";"major";"Bundesland";"08116";"08";"116";"Esslingen"
"08116070";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"08116";"08";"116";"Esslingen"
"08116070";"50";"1123";"52";"lnight";"Straße";"major";"Bundesland";"08116";"08";"116";"Esslingen"
"08116070";"55";"303";"57";"lnight";"Straße";"major";"Bundesland";"08116";"08";"116";"Esslingen"
"08116070";"60";"69";"62";"lnight";"Straße";"major";"Bundesland";"08116";"08";"116";"Esslingen"
"08116070";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"08116";"08";"116";"Esslingen"
"08116070";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"08116";"08";"116";"Esslingen"
"08436082";"55";"990";"57";"lden";"Straße";"major";"Bundesland";"08436";"08";"436";"Ravensburg"
"08436082";"60";"355";"62";"lden";"Straße";"major";"Bundesland";"08436";"08";"436";"Ravensburg"
"08436082";"65";"105";"67";"lden";"Straße";"major";"Bundesland";"08436";"08";"436";"Ravensburg"
"08436082";"70";"22";"72";"lden";"Straße";"major";"Bundesland";"08436";"08";"436";"Ravensburg"
"08436082";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"08436";"08";"436";"Ravensburg"
"08436082";"50";"459";"52";"lnight";"Straße";"major";"Bundesland";"08436";"08";"436";"Ravensburg"
"08436082";"55";"128";"57";"lnight";"Straße";"major";"Bundesland";"08436";"08";"436";"Ravensburg"
"08436082";"60";"22";"62";"lnight";"Straße";"major";"Bundesland";"08436";"08";"436";"Ravensburg"
"08436082";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"08436";"08";"436";"Ravensburg"
"08436082";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"08436";"08";"436";"Ravensburg"
"08215090";"55";"3092";"57";"lden";"Straße";"major";"Bundesland";"08215";"08";"215";"Karlsruhe"
"08215090";"60";"1021";"62";"lden";"Straße";"major";"Bundesland";"08215";"08";"215";"Karlsruhe"
"08215090";"65";"685";"67";"lden";"Straße";"major";"Bundesland";"08215";"08";"215";"Karlsruhe"
"08215090";"70";"459";"72";"lden";"Straße";"major";"Bundesland";"08215";"08";"215";"Karlsruhe"
"08215090";"75";"6";"77";"lden";"Straße";"major";"Bundesland";"08215";"08";"215";"Karlsruhe"
"08215090";"50";"1629";"52";"lnight";"Straße";"major";"Bundesland";"08215";"08";"215";"Karlsruhe"
"08215090";"55";"1067";"57";"lnight";"Straße";"major";"Bundesland";"08215";"08";"215";"Karlsruhe"
"08215090";"60";"668";"62";"lnight";"Straße";"major";"Bundesland";"08215";"08";"215";"Karlsruhe"
"08215090";"65";"16";"67";"lnight";"Straße";"major";"Bundesland";"08215";"08";"215";"Karlsruhe"
"08215090";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"08215";"08";"215";"Karlsruhe"
"08226096";"55";"7948";"57";"lden";"Straße";"major";"Bundesland";"08226";"08";"226";"Rhein-Neckar-Kreis"
"08226096";"60";"3713";"62";"lden";"Straße";"major";"Bundesland";"08226";"08";"226";"Rhein-Neckar-Kreis"
"08226096";"65";"1922";"67";"lden";"Straße";"major";"Bundesland";"08226";"08";"226";"Rhein-Neckar-Kreis"
"08226096";"70";"902";"72";"lden";"Straße";"major";"Bundesland";"08226";"08";"226";"Rhein-Neckar-Kreis"
"08226096";"75";"146";"77";"lden";"Straße";"major";"Bundesland";"08226";"08";"226";"Rhein-Neckar-Kreis"
"08226096";"50";"4974";"52";"lnight";"Straße";"major";"Bundesland";"08226";"08";"226";"Rhein-Neckar-Kreis"
"08226096";"55";"2904";"57";"lnight";"Straße";"major";"Bundesland";"08226";"08";"226";"Rhein-Neckar-Kreis"
"08226096";"60";"1127";"62";"lnight";"Straße";"major";"Bundesland";"08226";"08";"226";"Rhein-Neckar-Kreis"
"08226096";"65";"237";"67";"lnight";"Straße";"major";"Bundesland";"08226";"08";"226";"Rhein-Neckar-Kreis"
"08226096";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"08226";"08";"226";"Rhein-Neckar-Kreis"
"08125102";"55";"3141";"57";"lden";"Straße";"major";"Bundesland";"08125";"08";"125";"Heilbronn"
"08125102";"60";"1723";"62";"lden";"Straße";"major";"Bundesland";"08125";"08";"125";"Heilbronn"
"08125102";"65";"570";"67";"lden";"Straße";"major";"Bundesland";"08125";"08";"125";"Heilbronn"
"08125102";"70";"22";"72";"lden";"Straße";"major";"Bundesland";"08125";"08";"125";"Heilbronn"
"08125102";"75";"6";"77";"lden";"Straße";"major";"Bundesland";"08125";"08";"125";"Heilbronn"
"08125102";"50";"2405";"52";"lnight";"Straße";"major";"Bundesland";"08125";"08";"125";"Heilbronn"
"08125102";"55";"1330";"57";"lnight";"Straße";"major";"Bundesland";"08125";"08";"125";"Heilbronn"
"08125102";"60";"139";"62";"lnight";"Straße";"major";"Bundesland";"08125";"08";"125";"Heilbronn"
"08125102";"65";"8";"67";"lnight";"Straße";"major";"Bundesland";"08125";"08";"125";"Heilbronn"
"08125102";"70";"2";"72";"lnight";"Straße";"major";"Bundesland";"08125";"08";"125";"Heilbronn"
"08119091";"55";"3852";"57";"lden";"Straße";"major";"Bundesland";"08119";"08";"119";"Rems-Murr-Kreis"
"08119091";"60";"1232";"62";"lden";"Straße";"major";"Bundesland";"08119";"08";"119";"Rems-Murr-Kreis"
"08119091";"65";"84";"67";"lden";"Straße";"major";"Bundesland";"08119";"08";"119";"Rems-Murr-Kreis"
"08119091";"70";"23";"72";"lden";"Straße";"major";"Bundesland";"08119";"08";"119";"Rems-Murr-Kreis"
"08119091";"75";"1";"77";"lden";"Straße";"major";"Bundesland";"08119";"08";"119";"Rems-Murr-Kreis"
"08119091";"50";"2365";"52";"lnight";"Straße";"major";"Bundesland";"08119";"08";"119";"Rems-Murr-Kreis"
"08119091";"55";"130";"57";"lnight";"Straße";"major";"Bundesland";"08119";"08";"119";"Rems-Murr-Kreis"
"08119091";"60";"34";"62";"lnight";"Straße";"major";"Bundesland";"08119";"08";"119";"Rems-Murr-Kreis"
"08119091";"65";"1";"67";"lnight";"Straße";"major";"Bundesland";"08119";"08";"119";"Rems-Murr-Kreis"
"08119091";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"08119";"08";"119";"Rems-Murr-Kreis"
"08216059";"55";"323";"57";"lden";"Straße";"major";"Bundesland";"08216";"08";"216";"Rastatt"
"08216059";"60";"142";"62";"lden";"Straße";"major";"Bundesland";"08216";"08";"216";"Rastatt"
"08216059";"65";"80";"67";"lden";"Straße";"major";"Bundesland";"08216";"08";"216";"Rastatt"
"08216059";"70";"97";"72";"lden";"Straße";"major";"Bundesland";"08216";"08";"216";"Rastatt"
"08216059";"75";"3";"77";"lden";"Straße";"major";"Bundesland";"08216";"08";"216";"Rastatt"
"08216059";"50";"160";"52";"lnight";"Straße";"major";"Bundesland";"08216";"08";"216";"Rastatt"
"08216059";"55";"88";"57";"lnight";"Straße";"major";"Bundesland";"08216";"08";"216";"Rastatt"
"08216059";"60";"89";"62";"lnight";"Straße";"major";"Bundesland";"08216";"08";"216";"Rastatt"
"08216059";"65";"29";"67";"lnight";"Straße";"major";"Bundesland";"08216";"08";"216";"Rastatt"
"08216059";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"08216";"08";"216";"Rastatt"
"08115052";"55";"12";"57";"lden";"Straße";"major";"Bundesland";"08115";"08";"115";"Böblingen"
"08115052";"60";"1";"62";"lden";"Straße";"major";"Bundesland";"08115";"08";"115";"Böblingen"
"08115052";"65";"0";"67";"lden";"Straße";"major";"Bundesland";"08115";"08";"115";"Böblingen"
"08115052";"70";"0";"72";"lden";"Straße";"major";"Bundesland";"08115";"08";"115";"Böblingen"
"08115052";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"08115";"08";"115";"Böblingen"
"08115052";"50";"9";"52";"lnight";"Straße";"major";"Bundesland";"08115";"08";"115";"Böblingen"
"08115052";"55";"0";"57";"lnight";"Straße";"major";"Bundesland";"08115";"08";"115";"Böblingen"
"08115052";"60";"0";"62";"lnight";"Straße";"major";"Bundesland";"08115";"08";"115";"Böblingen"
"08115052";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"08115";"08";"115";"Böblingen"
"08115052";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"08115";"08";"115";"Böblingen"
"08119083";"55";"0";"57";"lden";"Straße";"major";"Bundesland";"08119";"08";"119";"Rems-Murr-Kreis"
"08119083";"60";"0";"62";"lden";"Straße";"major";"Bundesland";"08119";"08";"119";"Rems-Murr-Kreis"
"08119083";"65";"0";"67";"lden";"Straße";"major";"Bundesland";"08119";"08";"119";"Rems-Murr-Kreis"
"08119083";"70";"0";"72";"lden";"Straße";"major";"Bundesland";"08119";"08";"119";"Rems-Murr-Kreis"
"08119083";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"08119";"08";"119";"Rems-Murr-Kreis"
"08119083";"50";"0";"52";"lnight";"Straße";"major";"Bundesland";"08119";"08";"119";"Rems-Murr-Kreis"
"08119083";"55";"0";"57";"lnight";"Straße";"major";"Bundesland";"08119";"08";"119";"Rems-Murr-Kreis"
"08119083";"60";"0";"62";"lnight";"Straße";"major";"Bundesland";"08119";"08";"119";"Rems-Murr-Kreis"
"08119083";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"08119";"08";"119";"Rems-Murr-Kreis"
"08119083";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"08119";"08";"119";"Rems-Murr-Kreis"
"08126086";"55";"93";"57";"lden";"Straße";"major";"Bundesland";"08126";"08";"126";"Hohenlohekreis"
"08126086";"60";"43";"62";"lden";"Straße";"major";"Bundesland";"08126";"08";"126";"Hohenlohekreis"
"08126086";"65";"14";"67";"lden";"Straße";"major";"Bundesland";"08126";"08";"126";"Hohenlohekreis"
"08126086";"70";"1";"72";"lden";"Straße";"major";"Bundesland";"08126";"08";"126";"Hohenlohekreis"
